City,Date,PM2.5,PM10,NO2,SO2,CO,Ozone,AQI
New Delhi,10-12-2024,61.55,178.32,27.59,13.58,0.94,21.33,147
New Delhi,11-12-2024,55.94,223.57,31.78,12.7,0.24,22.63,170
New Delhi,12-12-2024,84.92,264.88,33.48,13.17,0.68,21.34,224
New Delhi,13-12-2024,52.14,223.99,27.43,13.03,0.66,23.65,214
New Delhi,14-12-2024,48.97,164.64,28.7,13.44,0.7,24.96,127
New Delhi,15-12-2024,81.61,262.22,38.27,13.81,0.23,21.83,177
New Delhi,16-12-2024,90.02,324.27,39.22,13.89,0.25,20.94,261
New Delhi,17-12-2024,136.81,431.31,58.21,14.02,2.06,24.42,300
New Delhi,18-12-2024,183.92,463.83,60.64,13.22,0.61,19.44,382
New Delhi,19-12-2024,180.73,435.96,61.19,12.68,0.87,21.98,388
New Delhi,20-12-2024,175.41,426.85,55.9,13.38,0.88,23.32,363
New Delhi,21-12-2024,121.46,329.47,56.66,12.87,0.53,21.16,277
New Delhi,22-12-2024,156.46,353.38,58.53,12.37,0.59,20.19,319
New Delhi,23-12-2024,126.01,319.99,49.09,15.63,0.81,17.27,262
New Delhi,24-12-2024,106.18,286.79,49.52,12.44,0.5,18.59,270
New Delhi,25-12-2024,119.61,313.28,53.52,12.9,0.71,16.8,260
New Delhi,26-12-2024,115.59,315.67,50.77,14.11,0.76,19.66,247
New Delhi,27-12-2024,88.87,207.8,46.84,12.82,1.16,14.42,271
New Delhi,28-12-2024,55.08,117.37,45.07,12.65,0.87,14.12,192.5
New Delhi,29-12-2024,53.17,118.8,40.12,12.39,0.93,14.47,114
New Delhi,30-12-2024,49.95,123.37,41.16,12.67,0.99,15.26,112
New Delhi,31-12-2024,62.86,156.64,45.58,12.22,1.04,15.61,136
