City,Date,PM2.5,PM10,NO2,SO2,CO,Ozone,AQI
New Delhi,25-12-2021,298.56,548.68,52.71,12.67,3.9,31.48,392
New Delhi,26-12-2021,188.31,534.41,48.99,9.74,3.93,23.39,450
New Delhi,27-12-2021,92.28,259.86,36.17,11.13,2.27,18.66,262
New Delhi,28-12-2021,108.81,300.24,49.88,9.75,2.15,14.68,276
New Delhi,29-12-2021,75.79,300.75,34.29,9.76,1.3,18.05,221
New Delhi,30-12-2021,83.23,372.65,36.97,14.92,1.12,20.74,286
New Delhi,31-12-2021,149.3,349.13,38.9,10.44,2.08,16.04,310
New Delhi,01-01-2022,253.5,379.13,36.71,11.85,1.61,22.19,319
New Delhi,02-01-2022,293.33,406.57,38.94,9.35,1.54,20.99,239
New Delhi,03-01-2022,238.23,381.27,38.79,11.48,1.76,22.31,341
New Delhi,04-01-2022,244.42,376.91,40.03,12.86,1.67,15.55,180
New Delhi,05-01-2022,265.76,442.37,42.31,9.13,2.15,11.86,196
New Delhi,06-01-2022,103.43,199.66,27.94,10.97,0.82,15.34,248
New Delhi,07-01-2022,59.77,142.35,24.23,9.1,0.65,17.87,170
New Delhi,08-01-2022,42.23,80.45,24.87,9.55,0.73,12.72,205
New Delhi,09-01-2022,46.83,86.41,20.67,9.29,0.9,8.83,235
New Delhi,10-01-2022,93.31,145.9,25.7,9.1,1.05,10.01,175
New Delhi,11-01-2022,102.3,149.78,27.71,9.2,0.91,10.11,334
New Delhi,12-01-2022,81.13,153.82,26.47,10.07,1.25,8.02,328
New Delhi,13-01-2022,140.86,289.45,33.89,9.82,1.28,4.78,337
New Delhi,14-01-2022,166.92,354.74,32.56,8.69,1.06,6.16,285
New Delhi,15-01-2022,53.69,164.6,25.03,6.31,0.62,14.41,275
New Delhi,16-01-2022,73.42,183.42,23.65,6.68,0.77,15.94,332
New Delhi,17-01-2022,69.67,269.16,33.13,6.92,0.67,15.26,314
New Delhi,18-01-2022,69.17,292.72,30.35,7.39,0.75,14.78,272
New Delhi,19-01-2022,160.26,272.93,28.45,8.33,0.94,17.06,268
New Delhi,20-01-2022,269.48,353.78,36.44,8.68,1.06,13.73,311
New Delhi,21-01-2022,230.91,310.7,34.02,8.79,1.1,16.05,241
New Delhi,22-01-2022,120.91,186.07,27.55,6.99,0.89,6.71,236
New Delhi,23-01-2022,87.1,182.95,22.05,7.78,0.81,6.67,178
New Delhi,24-01-2022,94.44,176.84,25.23,6.75,0.87,6.8,266
New Delhi,25-01-2022,136.08,240.66,27.02,7.45,1.19,8.11,315
New Delhi,26-01-2022,148.65,277.95,28.3,8.65,1.18,15.32,154
New Delhi,27-01-2022,130.1,231.62,37.55,8.06,1.02,17.13,141
New Delhi,28-01-2022,126.12,253.91,40,8.68,1.28,17.38,154
New Delhi,29-01-2022,111.85,279.36,44.93,9.86,1.14,16.71,262
New Delhi,30-01-2022,139.01,204.43,43.47,9.49,1.09,20.75,335
New Delhi,31-01-2022,139.56,214.24,47.72,9.59,1.16,20.78,260
New Delhi,01-02-2022,138.09,214.65,39.09,10.39,1.43,15.3,312
New Delhi,02-02-2022,114.38,214.65,35.55,9.22,1,29.42,246
New Delhi,03-02-2022,174.38,264.06,29.38,11.17,0.81,22.45,293
New Delhi,04-02-2022,66.1,134.48,29.62,9,0.91,17.06,324
New Delhi,05-02-2022,100.16,134.87,33.2,10.86,1.62,13.16,365
New Delhi,06-02-2022,102.73,145.05,38.28,9.96,1.55,18.16,268
New Delhi,07-02-2022,77.12,234.08,45.86,10.29,1.03,21.92,225
New Delhi,08-02-2022,116.97,275.02,49.2,10.26,1.41,18.19,200
New Delhi,09-02-2022,82.81,208.88,37.29,8.28,1.05,23.01,187.5
New Delhi,10-02-2022,117.88,182.57,39.33,8.82,0.93,15.01,175
New Delhi,11-02-2022,165.67,214.36,39.52,8.86,0.94,22.56,300
New Delhi,12-02-2022,154.07,217.09,41.68,9.01,1.15,20.96,286
New Delhi,13-02-2022,168.28,227.48,40.93,10.46,1.08,18.32,288
New Delhi,14-02-2022,125.74,194.38,45.58,7.5,1.19,18.88,267
New Delhi,15-02-2022,134.16,213.21,48.51,11.07,1.04,16.76,281
New Delhi,16-02-2022,196.6,317.13,51.53,11.45,1.22,16.81,192
New Delhi,17-02-2022,124.21,248.49,47.37,7.23,1.05,16.88,248
New Delhi,18-02-2022,153.55,287.11,40.11,9.74,0.87,19.72,297
New Delhi,19-02-2022,129,226.01,41.5,8.54,0.91,17.74,313
New Delhi,20-02-2022,133.81,181.45,37.95,8.55,0.72,23.85,282
New Delhi,21-02-2022,98.01,239.65,49.03,8.98,1.18,15.34,330
New Delhi,22-02-2022,80.39,264.34,45.01,6.7,0.8,30.42,317
New Delhi,23-02-2022,91.25,176.26,32.99,9.81,1.02,32.64,314.5
New Delhi,24-02-2022,138.31,300.04,50.33,11.03,1.18,18.36,312
New Delhi,25-02-2022,165,289.78,40.87,9.93,1.16,23.52,294
New Delhi,26-02-2022,54.77,86.51,28.38,8.82,0.51,27.7,296
New Delhi,27-02-2022,73.65,143.49,33.52,9.67,0.51,20.82,283
New Delhi,28-02-2022,74.34,198.12,38.8,8.78,0.61,22.26,334
New Delhi,01-03-2022,140.87,238.47,41.65,9.34,0.74,22.69,373
New Delhi,02-03-2022,186.5,313.16,47.94,9.34,0.85,18.95,278
New Delhi,03-03-2022,122.56,271.61,43.43,9.44,0.62,20.05,266
New Delhi,04-03-2022,158.05,254.02,33.43,9.24,0.66,23.87,250
New Delhi,05-03-2022,116.54,208.5,37.17,10.34,0.53,23.81,199
New Delhi,06-03-2022,146.66,240.91,42.5,11.02,0.74,23.97,192.5
New Delhi,07-03-2022,170.33,283.16,58.04,11.12,0.99,22.09,186
New Delhi,08-03-2022,223.62,371.92,44.02,10.89,1.02,16.48,244.5
New Delhi,09-03-2022,134.28,215.32,46.52,9.13,0.63,12.06,303
New Delhi,10-03-2022,84.91,154.51,45.89,8.89,0.69,20.19,316
New Delhi,11-03-2022,102.28,131.65,48.15,9.07,0.77,20.25,316
New Delhi,12-03-2022,70.32,121.93,50.36,9.14,0.85,19.62,280
New Delhi,13-03-2022,90.35,268.88,52.51,9.22,0.81,21.36,289
New Delhi,14-03-2022,204.85,342.89,48.75,9.71,0.95,17.71,347
New Delhi,15-03-2022,127.23,325.05,48.34,8.05,0.93,20.48,244
New Delhi,16-03-2022,134.76,307.27,39.4,8.57,0.66,21.02,266.5
New Delhi,17-03-2022,114.13,317.86,47.92,9.75,1.15,34.86,289
New Delhi,18-03-2022,98.86,302.72,39.18,7.88,0.88,34.72,247
New Delhi,19-03-2022,94.77,233.96,46.1,11.32,0.68,29.26,341
New Delhi,20-03-2022,93.32,252.11,54.54,15.01,0.92,32.01,309
New Delhi,21-03-2022,131.53,349.98,49.32,20.37,0.85,31.23,300
New Delhi,22-03-2022,136.59,270.64,32.39,17.67,0.69,37.67,260
New Delhi,23-03-2022,124.55,293.5,45.07,17.06,0.98,30.89,269
New Delhi,24-03-2022,204.43,352.1,48.17,19.56,0.69,22.79,291
New Delhi,25-03-2022,139.15,311.37,43.1,15.47,0.71,29.03,294
New Delhi,26-03-2022,148.04,336.88,40.5,19.26,0.63,30.31,298
New Delhi,27-03-2022,140.77,302.46,49.72,18.03,0.79,29.36,298
New Delhi,28-03-2022,163.88,334.91,59.24,17.99,0.88,26.12,283
New Delhi,29-03-2022,147.93,328.82,50.46,20.56,0.83,24.73,299
New Delhi,30-03-2022,163.21,317.54,56.12,17.91,1.09,21.36,295
New Delhi,31-03-2022,202.6,269.36,56.13,21.84,1.11,34.32,321
New Delhi,01-04-2022,206.82,314.63,42.27,17.57,1.08,28.55,259
New Delhi,02-04-2022,125.68,287.8,56.99,18.28,0.94,27.98,246
New Delhi,03-04-2022,119.46,296.17,51.45,20.49,1.22,27.19,309
New Delhi,04-04-2022,163.52,264.27,50.55,20.73,1.12,24.28,143
New Delhi,05-04-2022,72.04,291.64,53.58,19.82,1.16,23.41,180
New Delhi,06-04-2022,121.22,339.51,56.02,19.56,1.27,23.4,217
New Delhi,07-04-2022,75.23,258.91,59.11,21.87,1.23,23.27,272
New Delhi,08-04-2022,183.42,287.22,53.91,23.9,1.1,20.93,192
New Delhi,09-04-2022,139.16,333.44,52.51,20.22,1.48,24.51,226
New Delhi,10-04-2022,152.48,376.72,46.68,23.31,0.97,27.59,149
New Delhi,11-04-2022,133.67,288.51,50,24.18,1.19,26.03,237
New Delhi,12-04-2022,98.5,239.43,49.99,19.62,1.11,21.13,265
New Delhi,13-04-2022,187.17,367.55,49.97,17.42,1,20.52,265
New Delhi,14-04-2022,181.18,357.13,30.39,19.95,0.91,35.22,305
New Delhi,15-04-2022,93.72,229.57,36.21,17.63,0.94,39.66,314.5
New Delhi,16-04-2022,91.05,310.25,53.85,20.14,1.05,32.54,324
New Delhi,17-04-2022,84.87,317,52.04,19.14,1.14,41.05,290
New Delhi,18-04-2022,120.59,299.26,59.3,18.98,1.41,35.21,238
New Delhi,19-04-2022,154.73,415.08,46.34,19.87,1.01,22.87,322.5
New Delhi,20-04-2022,88.34,345.72,41.35,21.32,1.11,23.43,407
New Delhi,21-04-2022,131.64,304.48,36.12,12.45,1.03,20.95,284.5
New Delhi,22-04-2022,111.57,216.1,38.44,11.39,0.9,30.21,162
New Delhi,23-04-2022,114.6,309.55,44.78,17.53,1.07,28.15,186.5
New Delhi,24-04-2022,131.57,290.45,43,18.05,0.94,33.55,211
New Delhi,25-04-2022,145.62,256.82,34.24,15.35,0.9,36.47,274
New Delhi,26-04-2022,117.4,280.98,39.06,11.35,0.98,30.18,302
New Delhi,27-04-2022,123.68,339.42,53,16.58,1.24,28.83,258
New Delhi,28-04-2022,123.64,333.6,53.72,17.27,1.22,27.69,334
New Delhi,29-04-2022,133.02,359.88,43.77,19.9,1.1,21.98,197
New Delhi,30-04-2022,98.68,319.15,47.97,21.36,1.11,19.9,221
New Delhi,01-05-2022,81.87,364.67,42.63,13.6,0.77,37.22,321
New Delhi,02-05-2022,99.79,315.99,27.52,11.24,0.93,47.7,259
New Delhi,03-05-2022,146.06,280.38,29.31,9.96,0.74,48.51,246
New Delhi,04-05-2022,119.88,291.18,33.44,10.23,0.64,44.32,309
New Delhi,05-05-2022,64.73,171.96,42.28,11.68,0.8,42.17,143
New Delhi,06-05-2022,130.6,328.47,60.59,14.28,0.78,39.69,180
New Delhi,07-05-2022,107.5,247.91,57.31,12.66,0.85,41.92,217
New Delhi,08-05-2022,115.91,243.62,38.69,10.67,0.68,54.73,272
New Delhi,09-05-2022,82.99,192.76,26.82,10.11,0.74,57.09,192
New Delhi,10-05-2022,92.04,173.32,25.51,9.34,0.75,52.57,226
New Delhi,11-05-2022,85.06,194.77,27.35,12.51,1.05,49.26,149
New Delhi,12-05-2022,118.41,202.58,35.13,10.4,1.02,39.05,237
New Delhi,13-05-2022,113.7,197.65,33.23,11.72,1.23,36.15,265
New Delhi,14-05-2022,140.42,316.93,60.71,15.25,1.12,39.47,265
New Delhi,15-05-2022,129.44,273.18,64.16,18.01,0.97,16.97,305
New Delhi,16-05-2022,203.56,345.12,39.3,12.94,2.52,20.68,314.5
New Delhi,17-05-2022,120.48,350.89,34.66,12.58,1.59,36.8,324
New Delhi,18-05-2022,112.12,292.63,43.58,14.4,1.23,40.22,290
New Delhi,19-05-2022,92.45,285.89,41.15,13.96,0.97,42.12,238
New Delhi,20-05-2022,277.87,420.75,29.37,12.33,0.82,52.89,322.5
New Delhi,21-05-2022,235.46,395.91,32.66,8.98,0.77,30.48,407
New Delhi,22-05-2022,73.71,251.18,38.17,10.31,0.83,30.58,284.5
New Delhi,23-05-2022,23.25,149.97,23.28,9.11,0.78,27.11,162
New Delhi,24-05-2022,62.1,143.55,31.38,10.57,0.78,43.2,186.5
New Delhi,25-05-2022,112.04,252.86,40.82,8.56,0.97,35.61,211
New Delhi,26-05-2022,118.41,271.56,36.83,10.16,0.98,26.04,274
New Delhi,27-05-2022,123.95,313.38,34.91,9.03,0.88,34.49,302
New Delhi,28-05-2022,137.85,316.15,25.51,9.9,0.67,30.45,258
New Delhi,29-05-2022,129.88,299.82,17.88,10.81,0.71,43.5,334
New Delhi,30-05-2022,94.68,153.74,20,9.52,1.14,30.94,197
New Delhi,31-05-2022,124.96,227.19,22.67,9.4,0.98,23.07,221
New Delhi,01-06-2022,167.1,308.12,21.41,9.47,0.68,15.05,331
New Delhi,02-06-2022,85.12,243.21,21.37,8.76,0.75,18.32,239
New Delhi,03-06-2022,96.68,276.22,24.31,7.36,0.8,17.57,233
New Delhi,04-06-2022,87.04,245.15,25.34,10.96,1.16,20.53,213
New Delhi,05-06-2022,105.68,295.44,21.03,10.22,0.65,16.59,234.5
New Delhi,06-06-2022,87.69,250.52,22.39,8.35,0.68,20.3,256
New Delhi,07-06-2022,156.97,291.36,21.83,12.68,0.64,16.06,245
New Delhi,08-06-2022,111.13,222.28,19.09,9.14,0.64,15.75,272
New Delhi,09-06-2022,145.63,247.6,19.3,10.24,0.79,15.67,261
New Delhi,10-06-2022,156.37,285.29,17.94,9.47,0.73,14.68,362
New Delhi,11-06-2022,85.33,224.4,17.99,8.43,0.78,14.65,181
New Delhi,12-06-2022,97.18,255.52,17.63,9.8,0.77,14.16,232
New Delhi,13-06-2022,97.74,177.96,16.5,8.69,0.94,12.56,180
New Delhi,14-06-2022,114.28,202.38,15.15,9.08,0.71,15.54,274
New Delhi,15-06-2022,87.51,175.71,16.07,10,0.69,14,196
New Delhi,16-06-2022,79.42,145.82,16.73,10.21,0.67,30.65,169
New Delhi,17-06-2022,32.55,57.11,15.59,9.88,0.78,23.28,102
New Delhi,18-06-2022,35.14,61.65,15.24,9.69,0.86,16.06,50
New Delhi,19-06-2022,36.51,64.05,15.68,10.56,0.85,16.23,71
New Delhi,20-06-2022,42.63,74.81,16.84,10.25,0.79,15.86,79
New Delhi,21-06-2022,70.23,123.23,18.11,9.22,0.8,14.1,87
New Delhi,22-06-2022,67.11,117.74,14.3,8.6,0.95,12.9,155
New Delhi,23-06-2022,83.71,146.85,7.78,7.57,0.88,13.78,140
New Delhi,24-06-2022,120.59,211.56,8,7.03,0.78,14.13,252
New Delhi,25-06-2022,110.41,193.68,8.16,8.14,1.06,17.15,276
New Delhi,26-06-2022,64.07,112.39,6.93,7.95,0.92,16.24,176
New Delhi,27-06-2022,53.98,94.71,6.43,7.5,0.9,16.04,92
New Delhi,28-06-2022,78.82,138.29,6.84,7.79,1.18,15.13,132
New Delhi,29-06-2022,70.98,124.31,7.04,7.28,1.12,15.34,170
New Delhi,30-06-2022,29.81,64.81,6.91,8.13,1.13,15.43,90
New Delhi,01-07-2022,28.09,95.23,6.86,7.76,1.16,42.71,74
New Delhi,02-07-2022,27.94,53.84,7.37,8.1,1.16,42.31,58
New Delhi,03-07-2022,27.39,52.81,7.14,6.97,1.2,42.48,53
New Delhi,04-07-2022,62.07,118.24,7.32,7.63,1.45,34.52,90
New Delhi,05-07-2022,58.64,111.77,6.86,7.72,1.44,37.46,115
New Delhi,06-07-2022,51.98,99.22,7.1,8.48,1.25,40.3,96
New Delhi,07-07-2022,45.8,87.54,9.81,7.57,1.35,10.95,98
New Delhi,08-07-2022,42.44,81.22,14.38,7.74,1.02,11.93,82
New Delhi,09-07-2022,47.86,91.44,11.9,7.24,1.2,13,92
New Delhi,10-07-2022,39.38,75.43,11.15,7.37,1.23,12.28,69
New Delhi,11-07-2022,42.16,80.68,10.27,7.87,1.27,15.06,84
New Delhi,12-07-2022,49.23,94.03,11.44,8.27,1.22,14.63,81
New Delhi,13-07-2022,50.18,94.01,13.31,8.06,1.41,13.4,91
New Delhi,14-07-2022,69.56,125.23,18.43,9.26,1.32,16.15,126
New Delhi,15-07-2022,59.2,107.1,17.61,8.45,1.38,14.93,123
New Delhi,16-07-2022,43.55,78.38,17.05,9.19,1.52,12.81,128
New Delhi,17-07-2022,41.53,74.73,16.48,8.8,1.45,14.82,63
New Delhi,18-07-2022,73.23,130.93,17.13,8.05,1.53,13.82,126
New Delhi,19-07-2022,66.08,118.94,16.28,9.65,1.64,16.04,144
New Delhi,20-07-2022,54.72,99.3,15.31,8.34,1.57,13.78,116
New Delhi,21-07-2022,43.1,85.5,16.34,9.05,1.42,14.68,70
New Delhi,22-07-2022,57.6,103.35,15.07,10.6,1.59,16.39,67
New Delhi,23-07-2022,34.31,61.07,13.47,9.5,1.33,15.79,64
New Delhi,24-07-2022,30.64,54.49,11.35,9.3,1.46,11.14,67
New Delhi,25-07-2022,32.51,57.87,12.14,10.67,1.42,9.29,64
New Delhi,26-07-2022,31.92,56.81,12.06,9.97,1.52,9.17,78
New Delhi,27-07-2022,30.16,53.69,11.1,10.7,1.46,14.22,72
New Delhi,28-07-2022,25.86,46.03,11.68,10.3,1.43,10.9,70
New Delhi,29-07-2022,21.75,39.83,16.19,10.36,1.32,11.76,65
New Delhi,30-07-2022,32.18,51.82,19,9.1,1.19,14.08,60
New Delhi,31-07-2022,39.09,70.33,18.86,10.02,1.31,15.17,56
New Delhi,01-08-2022,39.26,70.67,18.06,9.6,1.22,9.33,78
New Delhi,02-08-2022,60.56,107.86,19.05,9.74,1.39,9.17,81
New Delhi,03-08-2022,77.32,135.77,18.22,9.37,1.18,9.34,169
New Delhi,04-08-2022,68.3,111.07,16.33,12.61,0.97,9.44,147.6666667
New Delhi,05-08-2022,44.12,86.09,20.16,11.09,0.86,8.41,126.3333333
New Delhi,06-08-2022,58.79,126.17,19.92,13.03,1.04,8.03,105
New Delhi,07-08-2022,70.56,114.16,18.92,13.66,1.04,10.81,178
New Delhi,08-08-2022,70.41,129,14.17,10.8,1.06,8.15,113
New Delhi,09-08-2022,63.71,152.21,10.21,12.24,1.03,13.22,170
New Delhi,10-08-2022,32.95,93.2,17.56,11.83,0.98,15.6,98
New Delhi,11-08-2022,29.09,77.1,32.53,7.49,0.92,19.74,75
New Delhi,12-08-2022,33.6,85.3,29.83,8.28,0.89,20.63,84
New Delhi,13-08-2022,33.1,65.44,31.29,11.32,0.94,20.02,71
New Delhi,14-08-2022,35.22,59.68,28.38,9.15,0.98,19.5,64
New Delhi,15-08-2022,29.75,64.26,27.42,12.36,0.93,20.18,59
New Delhi,16-08-2022,30.91,80.8,25.47,7.85,0.82,21.79,84
New Delhi,17-08-2022,21.7,31.83,15.63,7.2,0.77,18.66,44
New Delhi,18-08-2022,28.57,71.75,16.14,8.38,0.75,18.48,59
New Delhi,19-08-2022,30.41,69.18,21.64,9.44,0.89,17.66,74
New Delhi,20-08-2022,38.94,93.62,23.85,9.48,0.82,19.81,86
New Delhi,21-08-2022,66.84,144.9,28.72,14.29,0.94,26.95,126
New Delhi,22-08-2022,62.73,113.05,28.62,11.51,0.89,25.57,135
New Delhi,23-08-2022,44.68,79.58,28.84,13.35,0.7,25.31,88
New Delhi,24-08-2022,31.44,55.25,28.65,11.75,0.73,24.46,59
New Delhi,25-08-2022,45.4,110.66,22.33,11.49,0.81,22.42,80
New Delhi,26-08-2022,60.95,159.07,23.06,11.75,0.75,22.66,140
New Delhi,27-08-2022,47.43,167.65,20.42,10.46,0.84,23.3,139
New Delhi,28-08-2022,32.29,186.67,28.82,12.2,0.77,26.9,144
New Delhi,29-08-2022,69.24,196.21,29.59,11.77,0.8,28.98,146.5
New Delhi,30-08-2022,68.36,162.75,23.87,13.41,0.99,30.71,149
New Delhi,31-08-2022,72.03,135.79,30.29,14.63,1.01,31.06,175
New Delhi,01-09-2022,47.09,161.27,30.25,13.32,1.01,37.69,143
New Delhi,02-09-2022,70.64,140.8,32.84,13.73,0.93,29.46,136
New Delhi,03-09-2022,57.92,153.99,38.12,13.28,0.95,30.8,132
New Delhi,04-09-2022,56.29,131.1,30.14,13.93,0.87,30.58,127
New Delhi,05-09-2022,44.24,122.33,26.45,11.88,0.79,31.12,122
New Delhi,06-09-2022,65.98,124.17,30.19,11.56,0.8,29.62,135
New Delhi,07-09-2022,86.97,175.97,26.63,11.72,0.86,31.18,165
New Delhi,08-09-2022,92.37,178.32,23.8,11.11,1,31.4,180
New Delhi,09-09-2022,95.03,158.62,31.39,8.88,0.98,27.85,215
New Delhi,10-09-2022,58.57,113.32,43.37,7.07,1.15,22.77,138
New Delhi,11-09-2022,52,92.79,39.8,8.71,1.12,24.45,101
New Delhi,12-09-2022,41.12,65.91,40.1,10.13,0.97,23.57,90
New Delhi,13-09-2022,44.67,103.1,36.48,13.95,0.91,25.18,90
New Delhi,14-09-2022,29.28,105.21,41.35,4.73,0.89,26.23,106
New Delhi,15-09-2022,24.9,58.06,44.06,10.41,0.99,24.44,74
New Delhi,16-09-2022,27.2,44.19,44.3,9.14,1.09,25.7,56
New Delhi,17-09-2022,35.77,111.05,40.4,2.81,1.02,26.25,68
New Delhi,18-09-2022,37.58,136.37,42.52,9.97,1.16,26.21,123
New Delhi,19-09-2022,59.51,213.34,42.1,5.56,1.18,27.68,197
New Delhi,20-09-2022,50.23,153.25,48.42,6.45,1.22,27.3,136
New Delhi,21-09-2022,35.35,119.55,45.38,7.24,1.14,28.17,121
New Delhi,22-09-2022,26.48,60.77,42.26,8.45,0.94,31.36,87.5
New Delhi,23-09-2022,22.45,39.11,41.31,8.84,1.02,35.89,54
New Delhi,24-09-2022,20.83,39.81,68.07,7.15,0.92,39.2,68
New Delhi,25-09-2022,12.57,49.04,58.69,8.57,0.96,38.22,77
New Delhi,26-09-2022,42.35,134.38,43.1,9.46,1.27,38.97,106
New Delhi,27-09-2022,44.6,97.06,29.86,7.21,0.97,36.78,112
New Delhi,28-09-2022,63.42,162.51,13.94,7.49,0.99,36.49,124
New Delhi,29-09-2022,84.71,176.79,10.09,7.88,1.01,31.55,171
New Delhi,30-09-2022,101.82,181.4,15.69,8.78,0.98,29.34,192
New Delhi,01-10-2022,107.23,220.19,34.92,10.16,1.07,30.49,264
New Delhi,02-10-2022,106.59,244.17,32.76,7.99,0.95,29.92,252
New Delhi,03-10-2022,75.14,197.31,25.34,8.37,0.75,27.47,165
New Delhi,04-10-2022,87.23,166.15,28.65,8.4,0.79,26.92,194
New Delhi,05-10-2022,113.52,196.25,25.83,8.77,0.76,30.85,259
New Delhi,06-10-2022,27.98,53.61,23.32,7.96,0.64,28.23,91
New Delhi,07-10-2022,25.02,64.26,22.71,7.65,0.64,30.63,58
New Delhi,08-10-2022,23.08,52.13,23.35,7.55,0.56,27.52,66
New Delhi,09-10-2022,10.82,35.05,22.11,5.77,0.55,29.52,35
New Delhi,10-10-2022,18.92,51.4,20.55,8.88,0.55,30.34,40
New Delhi,11-10-2022,46.06,95.3,19.57,8.42,0.6,30.11,63
New Delhi,12-10-2022,66.21,185.29,22.44,8.63,0.8,28.3,151
New Delhi,13-10-2022,86.47,193.4,28.85,9.52,0.86,26.61,157
New Delhi,14-10-2022,114.54,235.64,40.69,8.27,0.91,22.85,253
New Delhi,15-10-2022,141.4,276.26,52.97,9.98,1.03,21.98,294
New Delhi,16-10-2022,103.82,291.81,64.27,9.52,1.16,23.52,256
New Delhi,17-10-2022,95.82,290.28,59.71,9.37,1.03,23.68,258
New Delhi,18-10-2022,149.84,274.89,51.87,10.61,1.21,22.66,261
New Delhi,19-10-2022,159.43,277.79,40.1,11.13,1.05,31.66,316
New Delhi,20-10-2022,176.73,278.43,33.28,8.66,1.21,21.88,348
New Delhi,21-10-2022,142.97,396.6,28.28,9.52,1.26,36.5,315
New Delhi,22-10-2022,146.77,364.99,24.85,7.75,0.68,48.96,332
New Delhi,23-10-2022,160.14,324.65,30.76,8.83,0.79,39.49,315
New Delhi,24-10-2022,188.34,345.39,33.62,10.98,0.81,39.24,337
New Delhi,25-10-2022,221.68,349.43,46.44,18.59,0.79,26.74,388
New Delhi,26-10-2022,135.03,265.86,30.77,12.65,1.01,16.24,245
New Delhi,27-10-2022,252.46,419.25,32.57,12.07,1.35,17.69,386
New Delhi,28-10-2022,249,448.86,37.46,13.71,1.42,17.2,389
New Delhi,29-10-2022,304.88,552.32,34.77,11.63,1.36,16.86,437
New Delhi,30-10-2022,213.39,440.39,34.73,11.25,1.12,15.34,389
New Delhi,31-10-2022,295.53,498.42,36.99,16.45,1.73,25.42,421
New Delhi,01-11-2022,209.68,468.9,41.88,10.79,1.36,23.54,439
New Delhi,02-11-2022,302.89,511.24,37.84,11.36,1.28,28.2,378
New Delhi,03-11-2022,368.27,685.84,33.74,11.03,1.48,39.91,464
New Delhi,04-11-2022,248.35,525.19,33.82,12.92,1.37,47.71,446
New Delhi,05-11-2022,196.2,372.15,28.6,8.64,1.09,49.94,379
New Delhi,06-11-2022,193.72,316.3,28.58,12.02,1.11,56.14,346
New Delhi,07-11-2022,221.31,413.43,31.1,11.83,1.47,46.59,359
New Delhi,08-11-2022,206.74,496.42,30.91,9.14,1.06,49.51,398
New Delhi,09-11-2022,96.06,229.56,29.43,11.83,1.17,56.95,289
New Delhi,10-11-2022,206.49,302.48,28.96,17.67,1.01,46.51,297
New Delhi,11-11-2022,235.51,529.96,7.26,13.94,1.11,47.32,380
New Delhi,12-11-2022,229.01,397.78,8,14.02,1.05,51.99,332
New Delhi,13-11-2022,236.15,349.89,7.16,14.43,1.38,49.86,409
New Delhi,14-11-2022,170.51,307.18,7.71,13.26,1.23,63.35,338
New Delhi,15-11-2022,106.55,261.19,7.54,14.91,1.45,38.1,287
New Delhi,16-11-2022,204.05,329.01,6.72,15.24,0.95,50.55,304
New Delhi,17-11-2022,178.86,349.83,7,13.14,1.07,44.39,322
New Delhi,18-11-2022,261.54,422.51,6.74,16.32,1.41,46.25,372
New Delhi,19-11-2022,140.52,378.33,9.96,14.12,1.53,41.18,322
New Delhi,20-11-2022,174.6,407.5,13.06,14.05,1.19,45.2,350
New Delhi,21-11-2022,157.5,357.13,15.29,13.51,1.16,38.85,324
New Delhi,22-11-2022,164.05,314.74,16.87,14.48,0.8,41.96,352
New Delhi,23-11-2022,123.68,273.18,18.42,11.47,0.86,40.79,290
New Delhi,24-11-2022,116.02,299.5,21.99,15.38,1.04,39.96,235
New Delhi,25-11-2022,155.37,360.11,25.32,12.55,1.12,41.87,286
New Delhi,26-11-2022,131.97,385.14,28.44,13.37,1.24,43.46,334
New Delhi,27-11-2022,151.12,378.31,28.07,13.12,1.46,46.19,309
New Delhi,28-11-2022,243.92,484.24,43.79,16.62,1.94,30.84,371
New Delhi,29-11-2022,246.58,512.07,42.2,17.74,1.38,48.42,398
New Delhi,30-11-2022,209.35,436.66,40.8,13.58,1.43,37.93,360
New Delhi,01-12-2022,221.52,473.47,37.47,14.42,1.1,33.78,416
New Delhi,02-12-2022,197.71,437.68,45.06,14.45,1.53,33.88,395
New Delhi,03-12-2022,246.43,524.98,55.07,13.96,1.94,36.02,394
New Delhi,04-12-2022,261.78,508.22,39.72,13.54,1.22,32.36,444
New Delhi,05-12-2022,210.37,479.53,42.63,15.1,1.36,31.59,360
New Delhi,06-12-2022,231.51,439.71,29.4,12.24,0.84,39.59,416
New Delhi,07-12-2022,197.22,336,28.05,12.52,0.79,35.65,352
New Delhi,08-12-2022,217.54,416.88,41.2,11.84,1.04,38.56,371
New Delhi,09-12-2022,237.92,436.43,45.84,12.64,1.29,38.13,390
New Delhi,10-12-2022,267.05,467.47,48.89,12.05,1.23,30.68,410
New Delhi,11-12-2022,183.65,350.43,37.11,10.72,0.74,31.95,362
New Delhi,12-12-2022,158.01,318.3,31.33,10.91,0.72,31.23,316
New Delhi,13-12-2022,131.43,283.18,27.2,10.55,0.49,37.43,318
New Delhi,14-12-2022,121.27,231.05,26.29,10.26,0.52,40.19,273
New Delhi,15-12-2022,128.14,245.02,28.43,10.79,0.58,37.55,270
New Delhi,16-12-2022,163.19,306,39.1,11.26,0.97,38.91,295
New Delhi,17-12-2022,201.23,372.64,38.88,12.11,1.06,30.9,368
